text,clean_text,translated_text,subjektivitas,polaritas,sentimen
"Hotel yang luar biasa selama saya menginap dan harga kompetitif, kamar luas ada mini pantry dan satu lagi yang bikin anak saya betah ada mini market yang harganya murah sekali untuk ukuran hotel bintang 4 next time pasti nginap sini lagi, lokasi strategis, parkiran luas, sip deh pokoknya.","hotel yang luar biasa selama saya menginap dan harga kompetitif, kamar luas ada mini pantry dan satu lagi yang bikin anak saya betah ada mini market yang harganya murah sekali untuk ukuran hotel bintang 4 next time pasti nginap sini lagi, lokasi strategis, parkiran luas, sip deh pokoknya.","extraordinary hotel during my stay and competitive prices, spacious rooms have a mini pantry and one more thing that makes my children feel at home there is a mini market which is very cheap for a 4 star hotel next time will definitely stay here again, strategic location, spacious parking, great that's all.",0.61,0.35888888888888887,positif
Menyenangkan sekali. Pelayanannya puas,menyenangkan sekali. pelayanannya puas,how fun. the service is satisfied,0.6,0.4,positif
Super puas karena fasilitas dan pelayanan sangat oke!,super puas karena fasilitas dan pelayanan sangat oke!,super satisfied because the facilities and service are very good!,0.8155555555555556,0.611111111111111,positif
Tempat yang paling keren untuk staycation.,tempat yang paling keren untuk staycation.,the coolest place for a staycation.,0.0,0.0,netral
"Tipe kamar yang dipesan condoloft tapi diupgrade free jadi pasundan suite. Kamarnya bersih, luas, ada living room, kamar ada 2, yang satu king bed, yang satu single, kamar mandi ada 2, yang satu pake bathtub. Tidur di lantai 11. Pemandangan bagus. Makanan enak.","tipe kamar yang dipesan condoloft tapi diupgrade free jadi pasundan suite. kamarnya bersih, luas, ada living room, kamar ada 2, yang satu king bed, yang satu single, kamar mandi ada 2, yang satu pake bathtub. tidur di lantai 11. pemandangan bagus. makanan enak.","the type of room booked was a condoloft but was upgraded for free to a pasundan suite. the rooms are clean, spacious, there is a living room, there are 2 rooms, one is a king bed, one is a single, there are 2 bathrooms, one has a bathtub. sleeping on the 11th floor. nice view. delicious food.",0.7428571428571429,0.45904761904761904,positif
Sangat menyenangkan menginap di el royale.,sangat menyenangkan menginap di el royale.,very enjoyable stay at el royale.,0.78,0.65,positif
"Sangat puas..pesen deluxe tp diupgrade ke executive free.. kolam renangnya luas,ada kolam air hangatnya.. hotelnya luas,ada nuansa gamelannya.. sarapan variatif sekali,banyak pilihan & enak.. lokasi dekat kmn2.. anak senang,saya senang,suami senang :) terima kasih el royale!","sangat puas..pesen deluxe tp diupgrade ke executive free.. kolam renangnya luas,ada kolam air hangatnya.. hotelnya luas,ada nuansa gamelannya.. sarapan variatif sekali,banyak pilihan & enak.. lokasi dekat kmn2.. anak senang,saya senang,suami senang :) terima kasih el royale!","very satisfied.. ordered deluxe but upgraded to executive free.. the swimming pool is wide, there is a warm water pool.. the hotel is spacious, there is a gamelan feel.. the breakfast is very varied, lots of choices & delicious.. the location is near kmn2.. the children are happy, i happy, husband happy :) thank you el royale!",0.7833333333333333,0.5395833333333333,positif
"Menginap disini sangat menyenangkan untuk saya. Proses check in dan check out yang cepat dan mudah. Semua crew sangat profesional dan ramah kepada tamu. Kamar bersih, kamar mandi bersih, saluran tv kabel, dan semua fasilitas berfungsi dengan baik. Sarapannya enak dan berfariasi. Kolam renang bersih dan yang paling saya suka adalah kolam air panasnya. Minusnya hanya saya menginap saat long week end sehingga hotel penuh dan menunggu lift nya lama sekali karena ada lift yang sedang dalam proses perbaikan. Saya akan balik lagi kesini tentu ya dan merekomendasikan hotel ini kepada teman kolega ataupun keluarga ketika menginap di bandung. Terimakasih traveloka! Terimakasih eL Hotel!","menginap disini sangat menyenangkan untuk saya. proses check in dan check out yang cepat dan mudah. semua crew sangat profesional dan ramah kepada tamu. kamar bersih, kamar mandi bersih, saluran tv kabel, dan semua fasilitas berfungsi dengan baik. sarapannya enak dan berfariasi. kolam renang bersih dan yang paling saya suka adalah kolam air panasnya. minusnya hanya saya menginap saat long week end sehingga hotel penuh dan menunggu lift nya lama sekali karena ada lift yang sedang dalam proses perbaikan. saya akan balik lagi kesini tentu ya dan merekomendasikan hotel ini kepada teman kolega ataupun keluarga ketika menginap di bandung. terimakasih traveloka! terimakasih el hotel!","staying here was very enjoyable for me. fast and easy check in and check out process. all the crew are very professional and friendly to guests. clean rooms, clean bathrooms, cable tv channels, and all facilities function well. the breakfast is delicious and varied. the swimming pool is clean and what i like most is the hot spring pool. the only minus was that i stayed during a long weekend so the hotel was full and the wait for the lift took a long time because there was a lift that was in the process of being repaired. i will definitely come back here again and recommend this hotel to friends, colleagues or family when staying in bandung. thank you traveloka! thank you el hotel!",0.5690740740740741,0.26601851851851854,positif
"Kami memesesan kamar tipe executive. Kamarnya luas dan bersih. Sesuai dengan foto dan deskripsi. Favorit kami adalah kolam renangnya. Ada 1 kolam besar dan 2 kolam kecil untuk anak yang salah satunya kolam air hangat. Anak-anak betah berlama-lama berenang. Menu sarapan lengkap dan enak, banyak kue2 tradisional sebagai dessert nya 👍. Desain hotel sangat menarik, banyak spot spot cantik untuk berfoto.","kami memesesan kamar tipe executive. kamarnya luas dan bersih. sesuai dengan foto dan deskripsi. favorit kami adalah kolam renangnya. ada 1 kolam besar dan 2 kolam kecil untuk anak yang salah satunya kolam air hangat. anak-anak betah berlama-lama berenang. menu sarapan lengkap dan enak, banyak kue2 tradisional sebagai dessert nya 👍. desain hotel sangat menarik, banyak spot spot cantik untuk berfoto.","we booked an executive type room. the rooms are spacious and clean. according to the photo and description. our favorite is the swimming pool. there is 1 large pool and 2 small pools for children, one of which is a warm water pool. children enjoy swimming for a long time. the breakfast menu is complete and delicious, lots of traditional cakes as dessert 👍. the hotel design is very attractive, there are lots of beautiful spots to take photos.",0.6815476190476191,0.3942460317460317,positif
"Hotelnya top recommended, sangat-sangat memuaskan semuanya.","hotelnya top recommended, sangat-sangat memuaskan semuanya.","the hotel is top recommended, everything is very satisfying.",0.75,0.575,positif
"Kamar bersih, fasilitas lengkap, best.","kamar bersih, fasilitas lengkap, best.","clean rooms, complete facilities, best.",0.46666666666666673,0.48888888888888893,positif
"Hotelnya enak, cek in cepat, kamarnya bersih banget, menu makanan breakfast-nya juga enak-enak pokoknya good banget deh el hotel royale bandung.","hotelnya enak, cek in cepat, kamarnya bersih banget, menu makanan breakfast-nya juga enak-enak pokoknya good banget deh el hotel royale bandung.","the hotel is delicious, check in is fast, the rooms are very clean, the breakfast menu is also delicious, it's really good, el hotel royale bandung.",0.8220000000000001,0.6753333333333333,positif
"Hotel yang bagus dan menyenangkan untuk liburan keluarga, kamar bersih, AC dingin, kolam renang juga besar (anak saya senang sekali) ada air panasnya juga, Menu sarapan juga sangat variatif dan enak. Next kalau ke Bandung pasti menginap di el royal lagi.","hotel yang bagus dan menyenangkan untuk liburan keluarga, kamar bersih, ac dingin, kolam renang juga besar (anak saya senang sekali) ada air panasnya juga, menu sarapan juga sangat variatif dan enak. next kalau ke bandung pasti menginap di el royal lagi.","a good and pleasant hotel for a family holiday, the rooms are clean, the ac is cold, the swimming pool is also big (my child is very happy) there is hot water too, the breakfast menu is also very varied and delicious. next time you go to bandung, you will definitely stay at el royal again.",0.6378787878787878,0.3318181818181818,positif
Sangat memuaskan menginap disini. Hotel mewah dengan harga terjangkai dan fasilitas yang luar biasa.,sangat memuaskan menginap disini. hotel mewah dengan harga terjangkai dan fasilitas yang luar biasa.,very satisfying staying here. a luxury hotel with affordable prices and great facilities.,0.875,0.7250000000000001,positif
"Setiap liburan bersama keluarga kami pasti memilih hotel ini, karena cocok sekali untuk keluarga. Lokasi yang bagus dan keramahan staf hotel yang menyenangkan. Sangat recommended sekali hotel ini untuk liburan bersama keluarga.","setiap liburan bersama keluarga kami pasti memilih hotel ini, karena cocok sekali untuk keluarga. lokasi yang bagus dan keramahan staf hotel yang menyenangkan. sangat recommended sekali hotel ini untuk liburan bersama keluarga.","every time we go on holiday with our family, we definitely choose this hotel, because it is very suitable for families. great location and pleasant hospitality of hotel staff. this hotel is highly recommended for holidays with family.",0.7463333333333334,0.48166666666666674,positif
"Sesuai dengan yang diiklankan, recommended banget buat keluarga ataupun acara kedinasan, bersih, nyaman, pelayanan oke, makanan enak dan beragam macamnya. Harga sesuai lah dengan fasilitasnya😍","sesuai dengan yang diiklankan, recommended banget buat keluarga ataupun acara kedinasan, bersih, nyaman, pelayanan oke, makanan enak dan beragam macamnya. harga sesuai lah dengan fasilitasnya😍","as advertised, really recommended for families or official events, clean, comfortable, good service, delicious food and various kinds. the price is in accordance with the facilities😍",0.6333333333333334,0.4444444444444444,positif
"Lembong roomnya super nyaman karena baru di renovasi walaupun tidak ada bathtubnya (sepertinya standar bathtub di sini), sarapan sangat enak, kolam renang bersih dan akses kemana-mana sangat mudah dijangkau.","lembong roomnya super nyaman karena baru di renovasi walaupun tidak ada bathtubnya (sepertinya standar bathtub di sini), sarapan sangat enak, kolam renang bersih dan akses kemana-mana sangat mudah dijangkau.","lembong room is super comfortable because it has just been renovated even though there is no bathtub (it seems like bathtubs are standard here), the breakfast is very delicious, the swimming pool is clean and access to everywhere is very easy to reach.",0.6944444444444445,0.44388888888888894,positif
"Bersih, luas, nyaman, dingin, lengkap.","bersih, luas, nyaman, dingin, lengkap.","clean, spacious, comfortable, cool, complete.",0.6375,0.3041666666666667,positif
"Kamar tipe condotel studionya sangat nyaman dan bikin betah menginap di kamar itu. Sarapannya enak banget, makanan perpaduan antara sunda dan barat. Cuma kamar mandinya saja yang sempit. Cuci kaki harus di bathup. Semoga lebih ditingkatkan lagi fasilitasnya ya.","kamar tipe condotel studionya sangat nyaman dan bikin betah menginap di kamar itu. sarapannya enak banget, makanan perpaduan antara sunda dan barat. cuma kamar mandinya saja yang sempit. cuci kaki harus di bathup. semoga lebih ditingkatkan lagi fasilitasnya ya.","the condotel studio type room is very comfortable and makes you feel at home staying in that room. the breakfast was really delicious, food a mix of sundanese and western. only the bathroom is narrow. you have to wash your feet in a bathtub. hopefully the facilities will be further improved.",0.65,0.22,positif
"Hotel yang bagus dan klasik, saya menginap di condotel loft, interiornya bagus, bersih dan luas karena 2 tingkat, jadi bawa anak 3 masih terasa luasnya, makanannya enak dan lokasi strategis, malam di sekitar Braga banyak tempat-tempat hiburan, bravo untuk el royale. Next we will stay here again.","hotel yang bagus dan klasik, saya menginap di condotel loft, interiornya bagus, bersih dan luas karena 2 tingkat, jadi bawa anak 3 masih terasa luasnya, makanannya enak dan lokasi strategis, malam di sekitar braga banyak tempat-tempat hiburan, bravo untuk el royale. next we will stay here again.","nice and classic hotel, i stayed in the condotel loft, the interior was nice, clean and spacious because it was 2 levels, so bringing 3 children it still felt spacious, the food was delicious and the location was strategic, at night around braga there are lots of entertainment places, bravo for el royale . next we will stay here again.",0.6444444444444445,0.45555555555555555,positif
"Yeaaayyy sudah kedua kalinya kesini, suka banget dengan El Royal Bandung fasilitasnya lengkap kap.... letaknya strategis pula. Kamarnya luas, breakfastnya lumayan lengkap dan enak-enak. Dan yang paling happy kesini karna dapat promo Epic Salenya Traveloka. Happy banget deh pokoknya. Thank you Traveloka....😍😍😍 Sering-sering adain promo yach..","yeaaayyy sudah kedua kalinya kesini, suka banget dengan el royal bandung fasilitasnya lengkap kap.... letaknya strategis pula. kamarnya luas, breakfastnya lumayan lengkap dan enak-enak. dan yang paling happy kesini karna dapat promo epic salenya traveloka. happy banget deh pokoknya. thank you traveloka....😍😍😍 sering-sering adain promo yach..","yeah, this is the second time i've been here, i really like el royal bandung, the facilities are complete... the location is strategic too. the rooms are spacious, the breakfast is quite complete and delicious. and the happiest thing here is because i got traveloka's epic sale promo. i'm really happy. thank you traveloka....😍😍😍 often have promos yach..",0.4857142857142857,0.32857142857142857,positif
"Kamar yg bersih dan nyaman, akses mudah krn di tengah kota bandung, fasilitas lengkap, kolam renang besar, sarapan di resto hotel banyak pilihan dan enak. So happy 💖","kamar yg bersih dan nyaman, akses mudah krn di tengah kota bandung, fasilitas lengkap, kolam renang besar, sarapan di resto hotel banyak pilihan dan enak. so happy 💖","clean and comfortable rooms, easy access because it is in the middle of bandung city, complete facilities, large swimming pool, breakfast at the hotel restaurant has many choices and is delicious. so happy 💖",0.629100529100529,0.4238095238095238,positif
"Dua kali kesana selalu dapat lantai 8, padahal pengen nyoba yang lebih tinggi huhu. Overall semua bagus, menyenangkan menginap di el royale. Bakal balik lagi kesana.","dua kali kesana selalu dapat lantai 8, padahal pengen nyoba yang lebih tinggi huhu. overall semua bagus, menyenangkan menginap di el royale. bakal balik lagi kesana.","i've been there twice and always got the 8th floor, even though i wanted to try something higher huhu. overall everything is good, enjoyable stay at el royale. will go back there again.",0.34,0.29,positif
"Agak lama pas check-in karena saya upgrade kamar, tapi semua terbayarkan dengan fasilitas yang begitu mewah, rapi dan bersih.","agak lama pas check-in karena saya upgrade kamar, tapi semua terbayarkan dengan fasilitas yang begitu mewah, rapi dan bersih.","it took a while to check-in because i upgraded my room, but it was all worth it with such luxurious, neat and clean facilities.",0.43333333333333335,0.22222222222222224,positif
"Hotel yg ngasih kartu 2, ya di sini tempatnya, biasanya hotel-hotel lain hanya 1 kartu atau kunci","hotel yg ngasih kartu 2, ya di sini tempatnya, biasanya hotel-hotel lain hanya 1 kartu atau kunci","hotels that give 2 cards, yes this is the place, usually other hotels only have 1 card or key",0.7916666666666666,-0.041666666666666664,negatif
"Resepsionis ramah, helpful, lokasi strategis, makanan variatif dan enak, kamar bersih, pokoknya kenyamanan dan kemevvahan yang haqiqi","resepsionis ramah, helpful, lokasi strategis, makanan variatif dan enak, kamar bersih, pokoknya kenyamanan dan kemevvahan yang haqiqi","friendly, helpful receptionist, strategic location, varied and delicious food, clean rooms, basically comfort and genuine beauty",0.675,0.5354166666666667,positif
"Hotel pertama yang saya tuju setiap ke bandung dan hotel favorit keluarga, karena kamarnya nyaman banget, Ruangannya bersih dan luas terutama yang type condotel ya, harganya juga tidak mahal banget banget deh, Sekarang malah sudah hunting buat lebaran tahun depan tapi harganya sudah mahal. Mungkin nunggu el royale kasih diskon spesial buat aku, thanks el royale.","hotel pertama yang saya tuju setiap ke bandung dan hotel favorit keluarga, karena kamarnya nyaman banget, ruangannya bersih dan luas terutama yang type condotel ya, harganya juga tidak mahal banget banget deh, sekarang malah sudah hunting buat lebaran tahun depan tapi harganya sudah mahal. mungkin nunggu el royale kasih diskon spesial buat aku, thanks el royale.","the first hotel i go to every time i go to bandung and my family's favorite hotel, because the rooms are really comfortable, the rooms are clean and spacious, especially the condotel type, yes, the price is also not very expensive, now i'm even hunting for next year's eid but the price is already expensive. maybe wait for el royale to give me a special discount, thanks el royale.",0.5843223443223444,0.17661172161172162,positif
"Mantap dapet harga 127rb di grand deluxe.. hotel nyaman,,kolam renang air anget... deket kmn2... yang kurang krn bantal ny tlalu besar bkin sakit leher..","mantap dapet harga 127rb di grand deluxe.. hotel nyaman,,kolam renang air anget... deket kmn2... yang kurang krn bantal ny tlalu besar bkin sakit leher..","it's good to get a price of 127,000 at the grand deluxe.. the hotel is comfortable, the swimming pool is warm.",0.78,0.5599999999999999,positif
Hotelnya sangat nyaman untuk istirahat saat liburan keluarga.,hotelnya sangat nyaman untuk istirahat saat liburan keluarga.,the hotel is very comfortable for resting during a family holiday.,1.0,0.52,positif
"Saya puas menginap di elroyal hotel bdg,sempet kecewa krn kamar yg sdh dpesan wkt itu condotel loft ternyata fullbooked,tapi pihak hotel menggantinya dengan free upgrade ke pasundan suite jd gpa2lah,jd u pelayanannya oke,tempatnya strategis,ke bip aj jalan kaki bisa,ke braga jalan kaki jg,stafnya ramah2,terutama petugas yg ada dkt lift akan dengan sangat cekatan membantu tamu hotel.walaupun terbilang hotel yg sdh lama berdiri tapi kesan mewah nya masih ttp terjaga,pas masuk lobby aj udh enak wanginya,unsur budaya nya jg sangat kental sekali,poolnya jg oke luas,ada kolam air panasnya jg,tp sayang lantai akses ke kolam agak licin bnyk yg jatuh jd hrs exktra hati2 apalgi kalo pake sendal htl,yg paling memuaskan lagi menu breakfast nya enak2,sangat variatif aslinya g ada yg gagal d lidah aku enaaakk,soto bandungnya juga gurihh enak,nasi kuningnya enak hampir semua enak pokoknya,paling kurangnya kalo pas lagi ada wedding jd agak susah buat parkir,selebihnya oke..next inshalloh staycation dielroyal htl bdg lagi..","saya puas menginap di elroyal hotel bdg,sempet kecewa krn kamar yg sdh dpesan wkt itu condotel loft ternyata fullbooked,tapi pihak hotel menggantinya dengan free upgrade ke pasundan suite jd gpa2lah,jd u pelayanannya oke,tempatnya strategis,ke bip aj jalan kaki bisa,ke braga jalan kaki jg,stafnya ramah2,terutama petugas yg ada dkt lift akan dengan sangat cekatan membantu tamu hotel.walaupun terbilang hotel yg sdh lama berdiri tapi kesan mewah nya masih ttp terjaga,pas masuk lobby aj udh enak wanginya,unsur budaya nya jg sangat kental sekali,poolnya jg oke luas,ada kolam air panasnya jg,tp sayang lantai akses ke kolam agak licin bnyk yg jatuh jd hrs exktra hati2 apalgi kalo pake sendal htl,yg paling memuaskan lagi menu breakfast nya enak2,sangat variatif aslinya g ada yg gagal d lidah aku enaaakk,soto bandungnya juga gurihh enak,nasi kuningnya enak hampir semua enak pokoknya,paling kurangnya kalo pas lagi ada wedding jd agak susah buat parkir,selebihnya oke..next inshalloh staycation dielroyal htl bdg lagi..","i was satisfied staying at the elroyal hotel bdg, but i was disappointed because the room i had booked at that time, the condotel loft, turned out to be fully booked, but the hotel replaced it with a free upgrade to a pasundan suite, so it's okay, so the service is okay, the location is strategic, you can just walk to bip. you can also walk to braga, the staff are friendly, especially the staff near the lift who will be very skilled at helping hotel guests. even though it is a hotel that has been around for a long time, the luxurious impression is still maintained, when you enter the lobby, the smell is already delicious, there are also cultural elements. very thick, the pool is also quite spacious, there is a hot water pool too, but unfortunately the floor access to the pool is a bit slippery, lots of people fall so you have to be extra careful, especially if you are wearing htl sandals, the most satisfying thing is that the breakfast menu is delicious, very varied, the original is not available the ones that fail my taste buds are delicious, the soto bandung is also delicious, the yellow rice is delicious, almost everything is delicious, at least when there's a wedding it's a bit difficult to park, the rest is okay...next inshalloh staycation dielroyal htl bdg again...",0.681796875,0.239375,positif
"Lokasinya dekat ke pusat kota, aksesnya gampang, hotelnya nyaman, rapi, pegawainya sopan sekali, sarapannya enak tapi kurang banyak variasinya😁 tapi enak seriusan, kamarnya dapat yang ros excecutive kasurnya empuk betah jadinya next time bakalan nginep disana lagi","lokasinya dekat ke pusat kota, aksesnya gampang, hotelnya nyaman, rapi, pegawainya sopan sekali, sarapannya enak tapi kurang banyak variasinya😁 tapi enak seriusan, kamarnya dapat yang ros excecutive kasurnya empuk betah jadinya next time bakalan nginep disana lagi","the location is close to the city center, easy access, the hotel is comfortable, neat, the staff are very polite, the breakfast is delicious but there isn't much variety 😁 but seriously delicious, the room got the one from ros executive, the mattress is soft and comfortable, so next time i will stay there again",0.5383333333333333,0.36333333333333334,positif
"Selalu menyenangkan menginap disini, all good, kamar, hotel, pelayanan semua baik.","selalu menyenangkan menginap disini, all good, kamar, hotel, pelayanan semua baik.","always a pleasure to stay here, all good, rooms, hotel, service are all good.",0.6000000000000001,0.7,positif
"Hospitality banget service nya, gak nyesel, dan next time datang lagi. Minusnya: TV-nya gak ada sinyalnya.","hospitality banget service nya, gak nyesel, dan next time datang lagi. minusnya: tv-nya gak ada sinyalnya.","very hospitality service, no regrets, and next time come again. minus: the tv has no signal.",0.15,0.0375,positif
"Hotelnya terbaik, pelayanannya juga ramah, ada barang ketinggalan dikirim ke surabaya.","hotelnya terbaik, pelayanannya juga ramah, ada barang ketinggalan dikirim ke surabaya.","the hotel is the best, the service is also friendly, there are items left behind sent to surabaya.",0.375,0.24375,positif
"Menyenangkan sekali, anak-anak happy, makanan enak, banyak pilihan, kolam renang luas, pelayanan okay sekali, kamar luas, next nginep lagi disini...🤩🤩🤩","menyenangkan sekali, anak-anak happy, makanan enak, banyak pilihan, kolam renang luas, pelayanan okay sekali, kamar luas, next nginep lagi disini...🤩🤩🤩","very fun, the kids are happy, the food is delicious, lots of choices, the swimming pool is wide, the service is very good, the rooms are spacious, next time i'll stay here...🤩🤩🤩",0.5733333333333334,0.5,positif
"Cocok untuk menginap bersama keluarga, kolam renangnya ada untuk anak-anak dan kolam air panas. Kamarnya luas.","cocok untuk menginap bersama keluarga, kolam renangnya ada untuk anak-anak dan kolam air panas. kamarnya luas.","suitable for staying with family, there is a swimming pool for children and a hot spring pool. the room is spacious.",0.8,0.4,positif
"Menginap di type condotel studio cukup menyenangkan, kamar luas, interior dan perlengkapan yang cukup baik.","menginap di type condotel studio cukup menyenangkan, kamar luas, interior dan perlengkapan yang cukup baik.","staying in the studio condotel type is quite pleasant, the rooms are spacious, the interior and equipment are quite good.",0.7833333333333334,0.7166666666666666,positif
"Kamar nyaman, bersih, fasilitas lengkap, makanan juga enak, petugas juga ramah.","kamar nyaman, bersih, fasilitas lengkap, makanan juga enak, petugas juga ramah.","comfortable, clean rooms, complete facilities, food is also delicious, staff are also friendly.",0.6799999999999999,0.44833333333333336,positif
"Penginapan yang sangat memuaskan, recommended banget deh, kapan-kapan menginap ke hotel El Royale lagi.","penginapan yang sangat memuaskan, recommended banget deh, kapan-kapan menginap ke hotel el royale lagi.","very satisfying accommodation, really recommended, stay at the el royale hotel again sometime.",0.6,0.42500000000000004,positif
"Makanannya enak semuanya, kamarnya besar, bersih, pelayanannya bagus dan saya sudah bisa breakfast jam 5 pagi (request) karna jam setengah 6 saya sudah check out. Yang kurang hanya lift. Karna hotelnya besar dan liftnya hanya ada 4, jadi agak nunggu sebentar untuk lift","makanannya enak semuanya, kamarnya besar, bersih, pelayanannya bagus dan saya sudah bisa breakfast jam 5 pagi (request) karna jam setengah 6 saya sudah check out. yang kurang hanya lift. karna hotelnya besar dan liftnya hanya ada 4, jadi agak nunggu sebentar untuk lift","the food was all delicious, the rooms were big, clean, the service was good and i could have breakfast at 5 am (request) because at half past 6 i had checked out. the only thing missing is an elevator. because the hotel is big and there are only 4 lifts, so it's a bit of a wait for the lift",0.4966666666666667,0.14499999999999996,positif
"Puas dengan pelayanannya, kamar bersih, check-in cepat dan sarapannya enak.","puas dengan pelayanannya, kamar bersih, check-in cepat dan sarapannya enak.","satisfied with the service, clean rooms, fast check-in and delicious breakfast.",0.8250000000000001,0.5166666666666666,positif
"Puas. Hotelnya nyaman, lokasinya strategis, makananya enak👍","puas. hotelnya nyaman, lokasinya strategis, makananya enak👍","satisfied. the hotel is comfortable, the location is strategic, the food is delicious👍",0.9,0.45,positif
"Lokasinya strategis soalnya di tengah kota, pelayanannya sangat ramah. Fasilitas kolam renangnya juga ada air hangatnya, anak saya betah banget berenangnya overall semua memuaskan.","lokasinya strategis soalnya di tengah kota, pelayanannya sangat ramah. fasilitas kolam renangnya juga ada air hangatnya, anak saya betah banget berenangnya overall semua memuaskan.","the location is strategic because it is in the middle of the city, the service is very friendly. the swimming pool facilities also have warm water, my child really enjoyed swimming, overall everything was satisfactory.",0.39,0.3175,positif
"Hotel the legend di Bandung, dari jaman dahulu sampai sekarang, it's oke.","hotel the legend di bandung, dari jaman dahulu sampai sekarang, it's oke.","the legend hotel in bandung, from ancient times until now, it's okay.",0.5,0.5,positif
"Makanan paginya enak, hotelnya bersih, dan lokasi sangat dekat dengan pusat kota, mantap.","makanan paginya enak, hotelnya bersih, dan lokasi sangat dekat dengan pusat kota, mantap.","the breakfast is delicious, the hotel is clean, and the location is very close to the city center, great.",0.5700000000000001,0.4533333333333333,positif
"Sangat puas pelayanannya, tadinya kamar yang dipesan ternyata full lalu di-upgrade, kamar bersih dan nyaman.","sangat puas pelayanannya, tadinya kamar yang dipesan ternyata full lalu di-upgrade, kamar bersih dan nyaman.","very satisfied with the service, previously the room booked was full and then upgraded, the room was clean and comfortable.",0.6433333333333333,0.32,positif
Rugi banget kalau ke Bandung tak singgah ke hotel El royal.,rugi banget kalau ke bandung tak singgah ke hotel el royal.,it's really a loss if you don't stop by the el royal hotel when you go to bandung.,0.2,0.2,positif
"El-royale ini sudah kesekian kalinya menginap disini, staff semua ramah, helpful, breakfast pilihan banyak dan lokasi sangat strategis kemana-mana dekat. Big thanks to Traveloka.","el-royale ini sudah kesekian kalinya menginap disini, staff semua ramah, helpful, breakfast pilihan banyak dan lokasi sangat strategis kemana-mana dekat. big thanks to traveloka.","this is the umpteenth time i have stayed here, the staff are all friendly, helpful, lots of breakfast choices and the location is very strategic, everywhere is close. big thanks to traveloka.",0.275,0.19374999999999998,positif
"Sempurna! pelayanan, menu breakfast komplet. Kalau ke Bandung nginepnya pasti disini.","sempurna! pelayanan, menu breakfast komplet. kalau ke bandung nginepnya pasti disini.","perfect! service, complete breakfast menu. if you go to bandung, definitely stay here.",0.6333333333333333,0.3666666666666667,positif
Tempat strategis dan pelayanan baik.,tempat strategis dan pelayanan baik.,strategic location and good service.,0.6000000000000001,0.7,positif
"Dekat ke braga, jadi tidak susah cari kulineran. staffnya ramah, fasilitas yang oke banget. Breakfast dan kolam remangnya high quality.","dekat ke braga, jadi tidak susah cari kulineran. staffnya ramah, fasilitas yang oke banget. breakfast dan kolam remangnya high quality.","close to braga, so it's not difficult to find culinary delights. the staff are friendly, the facilities are really good. the breakfast and swimming pool are high quality.",0.528,0.297,positif
"Mantap semuanya, fasilitas dan makanannya sangat memuaskan, pegawainya ramah.","mantap semuanya, fasilitas dan makanannya sangat memuaskan, pegawainya ramah.","everything is great, the facilities and food are very satisfying, the employees are friendly.",0.75,0.6083333333333334,positif
"Saya dan keluarga sangat menikmati pengalaman menginap disini. Fasilitasnya lengkap, dekat dengan pusat kota, makanannya enak dan stafnya sangat ramah dan hangat. Pengalaman ini semakin berkesan karena saya juga mendapatkan epic sale.","saya dan keluarga sangat menikmati pengalaman menginap disini. fasilitasnya lengkap, dekat dengan pusat kota, makanannya enak dan stafnya sangat ramah dan hangat. pengalaman ini semakin berkesan karena saya juga mendapatkan epic sale.","my family and i really enjoyed the experience of staying here. the facilities are complete, close to the city center, the food is delicious and the staff is very friendly and warm. this experience was even more memorable because i also got an epic sale.",0.5944444444444446,0.4097222222222222,positif
"Ruangan sesuai dengan aplikasi, nyaman dan sarapan paginya enak.","ruangan sesuai dengan aplikasi, nyaman dan sarapan paginya enak.","the room fits the application, is comfortable and the breakfast is delicious.",0.9,0.7,positif
Selalu jadi favorit keluarga kita.,selalu jadi favorit keluarga kita.,always a favorite in our family.,1.0,0.5,positif
"Menginap menyenangkan bersama anak-anak, pelayanan ramah, hotel bagus, kamar bersih, kolam berenang bersih dan terawat, sarapannya banyak pilihan, semoga tetap dapat terjaga dan bertambah lebih baik lagi ketika saya menginap kembali, thanks El Royale hotel Bandung🤗","menginap menyenangkan bersama anak-anak, pelayanan ramah, hotel bagus, kamar bersih, kolam berenang bersih dan terawat, sarapannya banyak pilihan, semoga tetap dapat terjaga dan bertambah lebih baik lagi ketika saya menginap kembali, thanks el royale hotel bandung🤗","enjoyable stay with children, friendly service, good hotel, clean rooms, clean and well maintained swimming pool, lots of choices for breakfast, hopefully it can stay maintained and get better when i stay again, thanks el royale hotel bandung🤗",0.5428571428571429,0.42976190476190484,positif
